no,Item No.,Des,company no,company,dept no,department,Inventory Uom,cur bal,adj qty,new bal,unit cost,total,wh code,wh
0,MTGEN0001396,aa,1,Western Paper Industries ,4,STORES,NOS,0,17,17,0,0,0,0
0,MTGEN0001407,aa,1,Western Paper Industries ,4,STORES,LETTER,0,4,4,0,0,0,0
0,MTGEN0001421,aa,1,Western Paper Industries ,4,STORES,KG,0,0.9,0.9,0,0,0,0
0,MTGEN0001445,aa,1,Western Paper Industries ,4,STORES,NOS,0,20,20,0,0,0,0
0,MTGEN0001458,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTGEN0001898,aa,1,Western Paper Industries ,4,STORES,NOS,0,22,22,0,0,0,0
0,MTGEN0002253,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0002272,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTGEN0002424,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0000805,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTMEC0000829,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTMEC0000844,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0000874,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0001261,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0001613,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0001620,aa,1,Western Paper Industries ,4,STORES,NOS,0,20,20,0,0,0,0
0,MTMEC0001784,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0002171,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTPNM0001071,aa,1,Western Paper Industries ,4,STORES,NOS,0,35,35,0,0,0,0
0,MTPNM0001112,aa,1,Western Paper Industries ,4,STORES,NOS,0,14,14,0,0,0,0
0,MTPNM0001306,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTPNM0001308,aa,1,Western Paper Industries ,4,STORES,NOS,0,29,29,0,0,0,0
0,MTPNM0001322,aa,1,Western Paper Industries ,4,STORES,NOS,0,28,28,0,0,0,0
0,MTPNM0001305,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTPNM0001323,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTPNM0001336,aa,1,Western Paper Industries ,4,STORES,NOS,0,15,15,0,0,0,0
0,MTPNM0001645,aa,1,Western Paper Industries ,4,STORES,NOS,0,37,37,0,0,0,0
0,MTPNM0001818,aa,1,Western Paper Industries ,4,STORES,NOS,0,19,19,0,0,0,0
0,MTAUT0001560,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0001667,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0001936,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0002020,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTAUT0002115,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTAUT0002191,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTELC0001461,aa,1,Western Paper Industries ,4,STORES,NOS,0,9,9,0,0,0,0
0,MTELC0001495,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTFUL0001212,aa,1,Western Paper Industries ,4,STORES,CYLINDER,0,1,1,0,0,0,0
0,MTGEN0000252,aa,1,Western Paper Industries ,4,STORES,NOS,0,30,30,0,0,0,0
0,MTGEN0000293,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTGEN0000327,aa,1,Western Paper Industries ,4,STORES,NOS,0,36,36,0,0,0,0
0,MTGEN0000455,aa,1,Western Paper Industries ,4,STORES,NOS,0,20,20,0,0,0,0
0,MTGEN0000472,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0000473,aa,1,Western Paper Industries ,4,STORES,NOS,0,196,196,0,0,0,0
0,MTGEN0000494,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0000505,aa,1,Western Paper Industries ,4,STORES,NOS,0,1345,1345,0,0,0,0
0,MTGEN0000563,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTGEN0000637,aa,1,Western Paper Industries ,4,STORES,NOS,0,38,38,0,0,0,0
0,MTGEN0001381,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTGEN0001388,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTGEN0001585,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTGEN0001587,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0001599,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0001599,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0001890,aa,1,Western Paper Industries ,4,STORES,NOS,0,21,21,0,0,0,0
0,MTGEN0002472,aa,1,Western Paper Industries ,4,STORES,CUBE,0,3,3,0,0,0,0
0,MTMEC0000773,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTMEC0000837,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTMEC0000854,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTMEC0000914,aa,1,Western Paper Industries ,4,STORES,METTER,0,1,1,0,0,0,0
0,MTMEC0000929,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0001013,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTMEC0001281,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTMEC0001283,aa,1,Western Paper Industries ,4,STORES,NOS,0,16,16,0,0,0,0
0,MTMEC0001286,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTMEC0001674,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTMEC0001792,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTPNM0001078,aa,1,Western Paper Industries ,4,STORES,METTER,0,65.4,65.4,0,0,0,0
0,MTPNM0001311,aa,1,Western Paper Industries ,4,STORES,NOS,0,34,34,0,0,0,0
0,MTPNM0001316,aa,1,Western Paper Industries ,4,STORES,NOS,0,18,18,0,0,0,0
0,MTMEC0001565,aa,1,Western Paper Industries ,4,STORES,NOS,0,9,9,0,0,0,0
0,MTMEC0001568,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTPNM0001073,aa,1,Western Paper Industries ,4,STORES,NOS,0,12,12,0,0,0,0
0,MTPNM0001081,aa,1,Western Paper Industries ,4,STORES,METTER,0,85,85,0,0,0,0
0,MTPNM0001111,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTPNM0001185,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTPNM0001204,aa,1,Western Paper Industries ,4,STORES,NOS,0,15,15,0,0,0,0
0,MTPNM0001303,aa,1,Western Paper Industries ,4,STORES,NOS,0,21,21,0,0,0,0
0,MTPNM0001321,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTPNM0001350,aa,1,Western Paper Industries ,4,STORES,NOS,0,18,18,0,0,0,0
0,MTPNM0001812,aa,1,Western Paper Industries ,4,STORES,NOS,0,28,28,0,0,0,0
0,MTAUT0001664,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0001665,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0002081,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTELC0001487,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0001562,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTELC0002015,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0000254,aa,1,Western Paper Industries ,4,STORES,NOS,0,47,47,0,0,0,0
0,MTGEN0000291,aa,1,Western Paper Industries ,4,STORES,NOS,0,10,10,0,0,0,0
0,MTGEN0000374,aa,1,Western Paper Industries ,4,STORES,NOS,0,14,14,0,0,0,0
0,MTGEN0000462,aa,1,Western Paper Industries ,4,STORES,NOS,0,9,9,0,0,0,0
0,MTGEN0000467,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0000491,aa,1,Western Paper Industries ,4,STORES,NOS,0,14,14,0,0,0,0
0,MTGEN0000583,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0000635,aa,1,Western Paper Industries ,4,STORES,NOS,0,28,28,0,0,0,0
0,MTGEN0000674,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTGEN0000674,aa,1,Western Paper Industries ,4,STORES,NOS,0,16,16,0,0,0,0
0,MTGEN0001392,aa,1,Western Paper Industries ,4,STORES,NOS,0,18,18,0,0,0,0
0,MTGEN0001395,aa,1,Western Paper Industries ,4,STORES,NOS,0,25,25,0,0,0,0
0,MTGEN0001438,aa,1,Western Paper Industries ,4,STORES,NOS,0,7,7,0,0,0,0
0,MTGEN0001448,aa,1,Western Paper Industries ,4,STORES,NOS,0,3470,3470,0,0,0,0
0,MTGEN0001904,aa,1,Western Paper Industries ,4,STORES,NOS,0,12,12,0,0,0,0
0,MTGEN0002109,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0002455,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0000781,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0000867,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0000871,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0000989,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTMEC0000990,aa,1,Western Paper Industries ,4,STORES,METRE,0,259,259,0,0,0,0
0,MTMEC0001244,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTMEC0001781,aa,1,Western Paper Industries ,4,STORES,NOS,0,13,13,0,0,0,0
0,MTMEC0002199,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTPNM0001062,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTPNM0001343,aa,1,Western Paper Industries ,4,STORES,NOS,0,25,25,0,0,0,0
0,MTPNM0001811,aa,1,Western Paper Industries ,4,STORES,NOS,0,33,33,0,0,0,0
0,MTPNM0001815,aa,1,Western Paper Industries ,4,STORES,NOS,0,12,12,0,0,0,0
0,MTAUT0001624,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0001924,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0001929,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0002076,aa,1,Western Paper Industries ,4,STORES,liter,0,4,4,0,0,0,0
0,MTAUT0002076,aa,1,Western Paper Industries ,4,STORES,liter,0,12,12,0,0,0,0
0,MTELC0000095,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTELC0001480,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTELC0001920,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0002006,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0002011,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0000292,aa,1,Western Paper Industries ,4,STORES,NOS,0,9,9,0,0,0,0
0,MTGEN0000318,aa,1,Western Paper Industries ,4,STORES,NOS,0,11,11,0,0,0,0
0,MTGEN0000321,aa,1,Western Paper Industries ,4,STORES,NOS,0,29,29,0,0,0,0
0,MTGEN0000330,aa,1,Western Paper Industries ,4,STORES,NOS,0,49,49,0,0,0,0
0,MTGEN0000388,aa,1,Western Paper Industries ,4,STORES,NOS,0,11,11,0,0,0,0
0,MTGEN0000419,aa,1,Western Paper Industries ,4,STORES,NOS,0,37,37,0,0,0,0
0,MTGEN0000489,aa,1,Western Paper Industries ,4,STORES,NOS,0,16,16,0,0,0,0
0,MTGEN0000533,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0000533,aa,1,Western Paper Industries ,4,STORES,NOS,0,31,31,0,0,0,0
0,MTGEN0000556,aa,1,Western Paper Industries ,4,STORES,NOS,0,9,9,0,0,0,0
0,MTGEN0000571,aa,1,Western Paper Industries ,4,STORES,NOS,0,7,7,0,0,0,0
0,MTGEN0000585,aa,1,Western Paper Industries ,4,STORES,NOS,0,14,14,0,0,0,0
0,MTGEN0000651,aa,1,Western Paper Industries ,4,STORES,LITER,0,12,12,0,0,0,0
0,MTGEN0000651,aa,1,Western Paper Industries ,4,STORES,LITER,0,23,23,0,0,0,0
0,MTGEN0000677,aa,1,Western Paper Industries ,4,STORES,NOS,0,24,24,0,0,0,0
0,MTGEN0001352,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTGEN0001368,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTGEN0001397,aa,1,Western Paper Industries ,4,STORES,NOS,0,36,36,0,0,0,0
0,MTGEN0001440,aa,1,Western Paper Industries ,4,STORES,KG,0,0.35,0.35,0,0,0,0
0,MTGEN0001447,aa,1,Western Paper Industries ,4,STORES,NOS,0,1870,1870,0,0,0,0
0,MTGEN0001449,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTGEN0001899,aa,1,Western Paper Industries ,4,STORES,NOS,0,21,21,0,0,0,0
0,MTGEN0001902,aa,1,Western Paper Industries ,4,STORES,NOS,0,18,18,0,0,0,0
0,MTGEN0002103,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0002454,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0000777,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTMEC0000833,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTMEC0000886,aa,1,Western Paper Industries ,4,STORES,FEET,0,10,10,0,0,0,0
0,MTMEC0000936,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0000992,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTMEC0001232,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTMEC0001250,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0001789,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0002173,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTPNM0001105,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTPNM0001115,aa,1,Western Paper Industries ,4,STORES,NOS,0,18,18,0,0,0,0
0,MTPNM0001808,aa,1,Western Paper Industries ,4,STORES,NOS,0,14,14,0,0,0,0
0,MTPNM0001823,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTPNM0001827,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTPNM0001841,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTAUT0001559,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0002072,aa,1,Western Paper Industries ,4,STORES,NOS,0,11,11,0,0,0,0
0,MTAUT0002377,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTAUT0002482,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTAUT0002567,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTAUT0002578,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0000029,aa,1,Western Paper Industries ,4,STORES,NOS,0,400,400,0,0,0,0
0,MTELC0000033,aa,1,Western Paper Industries ,4,STORES,NOS,0,14,14,0,0,0,0
0,MTELC0000191,aa,1,Western Paper Industries ,4,STORES,NOS,0,11,11,0,0,0,0
0,MTELC0001999,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0000258,aa,1,Western Paper Industries ,4,STORES,NOS,0,19,19,0,0,0,0
0,MTGEN0000300,aa,1,Western Paper Industries ,4,STORES,NOS,0,30,30,0,0,0,0
0,MTGEN0000325,aa,1,Western Paper Industries ,4,STORES,NOS,0,30,30,0,0,0,0
0,MTGEN0000328,aa,1,Western Paper Industries ,4,STORES,NOS,0,25,25,0,0,0,0
0,MTGEN0000336,aa,1,Western Paper Industries ,4,STORES,NOS,0,10,10,0,0,0,0
0,MTGEN0000399,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0000399,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0000430,aa,1,Western Paper Industries ,4,STORES,NOS,0,7,7,0,0,0,0
0,MTGEN0000492,aa,1,Western Paper Industries ,4,STORES,NOS,0,14,14,0,0,0,0
0,MTGEN0000551,aa,1,Western Paper Industries ,4,STORES,NOS,0,20,20,0,0,0,0
0,MTGEN0000551,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0000558,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTGEN0000608,aa,1,Western Paper Industries ,4,STORES,NOS,0,9,9,0,0,0,0
0,MTGEN0000621,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTGEN0000648,aa,1,Western Paper Industries ,4,STORES,NOS,0,15,15,0,0,0,0
0,MTGEN0000676,aa,1,Western Paper Industries ,4,STORES,NOS,0,10,10,0,0,0,0
0,MTGEN0001363,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTGEN0001370,aa,1,Western Paper Industries ,4,STORES,NOS,0,7,7,0,0,0,0
0,MTGEN0001425,aa,1,Western Paper Industries ,4,STORES,NOS,0,36,36,0,0,0,0
0,MTGEN0001437,aa,1,Western Paper Industries ,4,STORES,NOS,0,57,57,0,0,0,0
0,MTGEN0001454,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTGEN0001551,aa,1,Western Paper Industries ,4,STORES,SQ FEET,0,23,23,0,0,0,0
0,MTGEN0001883,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0001895,aa,1,Western Paper Industries ,4,STORES,NOS,0,10,10,0,0,0,0
0,MTGEN0002085,aa,1,Western Paper Industries ,4,STORES,NOS,0,10,10,0,0,0,0
0,MTGEN0002251,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0002258,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0000685,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTMEC0000769,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0000810,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0000880,aa,1,Western Paper Industries ,4,STORES,NOS,0,200,200,0,0,0,0
0,MTMEC0000900,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTMEC0001275,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0001796,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTPNM0001180,aa,1,Western Paper Industries ,4,STORES,NOS,0,14,14,0,0,0,0
0,MTPNM0001203,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTPNM0001309,aa,1,Western Paper Industries ,4,STORES,NOS,0,26,26,0,0,0,0
0,MTPNM0001312,aa,1,Western Paper Industries ,4,STORES,NOS,0,32,32,0,0,0,0
0,MTPNM0001317,aa,1,Western Paper Industries ,4,STORES,NOS,0,31,31,0,0,0,0
